
Oct 09, 2018 12:19:33.48 NEW SESSION
Oct 11, 2018 12:32:27.78 [14560:15376:1011/123227.785:ERROR:ssl_client_socket_impl.cc(1050)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 11, 2018 12:32:27.81 [14560:15376:1011/123227.815:ERROR:ssl_client_socket_impl.cc(1050)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 11, 2018 12:32:27.81 [14560:15376:1011/123227.816:ERROR:ssl_client_socket_impl.cc(1050)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 11, 2018 12:33:53.78 [14560:15376:1011/123353.785:ERROR:ssl_client_socket_impl.cc(1050)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 11, 2018 12:33:54.18 [14560:15376:1011/123354.183:ERROR:ssl_client_socket_impl.cc(1050)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 11, 2018 12:33:55.14 [14560:15376:1011/123355.146:ERROR:ssl_client_socket_impl.cc(1050)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 11, 2018 12:33:55.15 [14560:15376:1011/123355.152:ERROR:ssl_client_socket_impl.cc(1050)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 11, 2018 12:33:55.15 [14560:15376:1011/123355.158:ERROR:ssl_client_socket_impl.cc(1050)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 11, 2018 12:33:55.15 [14560:15376:1011/123355.159:ERROR:ssl_client_socket_impl.cc(1050)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 11, 2018 12:33:55.16 [14560:15376:1011/123355.166:ERROR:ssl_client_socket_impl.cc(1050)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 11, 2018 12:33:55.18 [14560:15376:1011/123355.179:ERROR:ssl_client_socket_impl.cc(1050)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 11, 2018 12:36:08.21 [14560:15376:1011/123608.215:ERROR:ssl_client_socket_impl.cc(1050)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 11, 2018 12:36:35.40 [14560:15376:1011/123635.403:ERROR:ssl_client_socket_impl.cc(1050)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 11, 2018 12:36:50.05 [14560:15376:1011/123650.051:ERROR:ssl_client_socket_impl.cc(1050)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 11, 2018 12:42:01.31 [14560:15376:1011/124201.318:ERROR:ssl_client_socket_impl.cc(1050)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 11, 2018 12:42:01.33 [14560:15376:1011/124201.332:ERROR:ssl_client_socket_impl.cc(1050)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 11, 2018 12:42:17.47 [14560:15376:1011/124217.471:ERROR:ssl_client_socket_impl.cc(1050)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 11, 2018 12:42:17.80 [14560:15376:1011/124217.804:ERROR:ssl_client_socket_impl.cc(1050)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 11, 2018 12:48:45.21 [14560:15376:1011/124845.210:ERROR:ssl_client_socket_impl.cc(1050)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 11, 2018 12:48:45.22 [14560:15376:1011/124845.222:ERROR:ssl_client_socket_impl.cc(1050)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 11, 2018 12:49:35.40 [14560:15376:1011/124935.401:ERROR:ssl_client_socket_impl.cc(1050)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 11, 2018 13:02:17.62 [14560:15376:1011/130217.625:ERROR:ssl_client_socket_impl.cc(1050)] handshake failed; returned -1, SSL error code 1, net_error -101

Oct 18, 2018 24:23:19.63 NEW SESSION
Oct 18, 2018 24:23:19.64 [9696:15620:1018/002319.631:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 18, 2018 24:24:13.68 [9696:15620:1018/002413.688:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 18, 2018 24:24:14.30 [9696:15620:1018/002414.303:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101

Oct 18, 2018 11:38:24.79 NEW SESSION
Oct 18, 2018 11:38:24.79 [6428:11300:1018/113824.707:ERROR:CONSOLE(219)] "Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://www.google.com') does not match the recipient window's origin ('https://www.google.co.in').", source: chrome-search://most-visited/single.js (219)
Oct 18, 2018 11:57:23.77 [9724:13600:1018/115723.775:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 18, 2018 11:57:23.77 [9724:13600:1018/115723.776:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 18, 2018 11:57:23.77 [9724:13600:1018/115723.776:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 18, 2018 11:57:23.77 [9724:13600:1018/115723.776:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 18, 2018 11:57:23.77 [9724:13600:1018/115723.776:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 18, 2018 11:57:23.77 [9724:13600:1018/115723.776:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 18, 2018 11:57:23.77 [9724:13600:1018/115723.776:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 18, 2018 11:57:23.77 [9724:13600:1018/115723.776:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 18, 2018 11:57:23.77 [9724:13600:1018/115723.776:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 18, 2018 11:57:23.77 [9724:13600:1018/115723.776:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 18, 2018 11:57:23.78 [9724:13600:1018/115723.776:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 18, 2018 11:57:23.78 [9724:13600:1018/115723.776:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 18, 2018 11:57:23.78 [9724:13600:1018/115723.776:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 18, 2018 11:57:23.78 [9724:13600:1018/115723.776:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 18, 2018 11:57:23.78 [9724:13600:1018/115723.776:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 18, 2018 11:57:23.78 [9724:13600:1018/115723.776:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 18, 2018 12:02:05.41 [16008:232:1018/120205.416:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 18, 2018 13:00:19.63 [9168:1960:1018/130019.635:ERROR:CONSOLE(219)] "Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://www.google.com') does not match the recipient window's origin ('https://www.google.co.in').", source: chrome-search://most-visited/single.js (219)
Oct 18, 2018 13:05:54.01 [9168:16012:1018/130554.017:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 18, 2018 13:05:54.01 [9168:16012:1018/130554.018:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101

Oct 22, 2018 12:24:08.09 NEW SESSION
Oct 22, 2018 12:24:08.09 [8492:2364:1022/122408.089:ERROR:shader_disk_cache.cc(257)] Failed to create shader cache entry: -2
Oct 22, 2018 12:46:47.13 [9212:15336:1022/124647.133:ERROR:shader_disk_cache.cc(257)] Failed to create shader cache entry: -2
Oct 22, 2018 13:10:34.77 [6984:12348:1022/131034.773:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 22, 2018 13:14:55.58 [7520:564:1022/131455.586:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 22, 2018 13:14:59.43 [7520:564:1022/131459.434:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 22, 2018 13:15:00.28 [7520:564:1022/131500.283:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 22, 2018 13:15:02.78 [7520:564:1022/131502.780:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 22, 2018 13:15:03.83 [7520:564:1022/131503.831:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 22, 2018 13:15:07.65 [7520:564:1022/131507.658:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 22, 2018 13:15:09.92 [7520:564:1022/131509.922:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 22, 2018 13:15:10.98 [7520:564:1022/131510.988:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 22, 2018 13:15:12.02 [7520:564:1022/131512.020:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.

Oct 23, 2018 11:53:24.86 NEW SESSION
Oct 23, 2018 11:53:24.86 [13800:2380:1023/115324.705:ERROR:CONSOLE(219)] "Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://www.google.com') does not match the recipient window's origin ('https://www.google.co.in').", source: chrome-search://most-visited/single.js (219)
Oct 23, 2018 12:08:37.15 [9176:6336:1023/120837.157:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 12:08:37.15 [9176:6336:1023/120837.157:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 12:08:37.15 [9176:6336:1023/120837.157:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 12:08:37.16 [9176:6336:1023/120837.157:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 12:08:37.16 [9176:6336:1023/120837.157:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 12:08:37.16 [9176:6336:1023/120837.158:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 12:08:37.16 [9176:6336:1023/120837.158:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 12:08:37.16 [9176:6336:1023/120837.158:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 12:08:37.16 [9176:6336:1023/120837.158:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 12:08:37.16 [9176:6336:1023/120837.158:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 12:08:37.16 [9176:6336:1023/120837.158:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 12:08:37.16 [9176:6336:1023/120837.158:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 12:08:37.16 [9176:6336:1023/120837.158:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 12:08:37.16 [9176:6336:1023/120837.158:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 12:08:37.16 [9176:6336:1023/120837.158:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 12:08:37.16 [9176:6336:1023/120837.158:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 12:38:48.95 [4208:12524:1023/123848.956:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 23, 2018 12:38:48.96 [4208:12524:1023/123848.968:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 23, 2018 12:41:54.44 [4208:12524:1023/124154.447:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 23, 2018 12:41:54.50 [4208:12524:1023/124154.507:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 23, 2018 12:42:32.25 [4208:1920:1023/124232.250:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 23, 2018 12:42:34.78 [4208:1920:1023/124234.784:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 23, 2018 12:42:37.69 [4208:1920:1023/124237.697:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 23, 2018 12:42:40.19 [4208:1920:1023/124240.196:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 23, 2018 12:42:42.72 [4208:1920:1023/124242.726:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 23, 2018 12:43:15.51 [4208:1920:1023/124315.513:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 23, 2018 12:43:18.02 [4208:1920:1023/124318.027:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 23, 2018 12:43:20.55 [4208:1920:1023/124320.556:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 23, 2018 12:43:23.60 [4208:1920:1023/124323.600:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 23, 2018 12:47:59.19 [4208:1920:1023/124759.198:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 23, 2018 12:48:01.35 [4208:1920:1023/124801.357:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 23, 2018 12:48:03.51 [4208:1920:1023/124803.509:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 23, 2018 12:48:05.67 [4208:1920:1023/124805.673:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 23, 2018 12:48:07.82 [4208:1920:1023/124807.824:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.

Oct 30, 2018 11:26:59.75 NEW SESSION
Oct 30, 2018 11:26:59.75 [9988:14764:1030/112659.755:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:01.13 [9988:14764:1030/112701.139:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:01.48 [9988:14764:1030/112701.487:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:02.33 [9988:14764:1030/112702.336:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:03.18 [9988:14764:1030/112703.187:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:03.32 [9988:14764:1030/112703.322:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:04.93 [9988:14764:1030/112704.936:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:05.47 [9988:14764:1030/112705.470:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:05.78 [9988:14764:1030/112705.783:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:06.63 [9988:14764:1030/112706.633:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:07.60 [9988:14764:1030/112707.608:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:09.78 [9988:14764:1030/112709.783:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:11.94 [9988:14764:1030/112711.948:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:14.12 [9988:14764:1030/112714.127:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:16.29 [9988:14764:1030/112716.293:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:18.47 [9988:14764:1030/112718.477:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:20.70 [9988:14764:1030/112720.705:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:26.84 [9988:14764:1030/112726.847:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 101 is too big.
Oct 30, 2018 11:27:29.04 [9988:14764:1030/112729.045:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:31.20 [9988:14764:1030/112731.209:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:33.37 [9988:14764:1030/112733.375:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:35.53 [9988:14764:1030/112735.534:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:37.68 [9988:14764:1030/112737.687:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:39.83 [9988:14764:1030/112739.834:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:41.98 [9988:14764:1030/112741.981:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:44.13 [9988:14764:1030/112744.131:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:46.29 [9988:14764:1030/112746.296:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:48.46 [9988:14764:1030/112748.462:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:50.62 [9988:14764:1030/112750.624:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:52.79 [9988:14764:1030/112752.789:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:54.92 [9988:14764:1030/112754.925:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:57.08 [9988:14764:1030/112757.084:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:27:59.23 [9988:14764:1030/112759.232:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:28:01.38 [9988:14764:1030/112801.388:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:28:03.65 [9988:14764:1030/112803.653:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Oct 30, 2018 11:30:08.37 [9988:12356:1030/113008.377:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 30, 2018 11:30:08.41 [9988:12356:1030/113008.410:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 30, 2018 11:30:44.30 [9988:12356:1030/113044.309:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 30, 2018 11:30:44.59 [9988:12356:1030/113044.593:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 30, 2018 11:30:44.60 [9988:12356:1030/113044.609:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 30, 2018 11:42:58.85 [17080:12800:1030/114258.850:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 30, 2018 11:42:58.85 [17080:12800:1030/114258.850:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Oct 30, 2018 11:42:58.85 [17080:12800:1030/114258.850:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.

Nov 01, 2018 11:21:24.44 NEW SESSION
Nov 01, 2018 11:21:24.44 [5648:13532:1101/112124.428:ERROR:shader_disk_cache.cc(257)] Failed to create shader cache entry: -2
Nov 01, 2018 12:21:01.93 [9000:11536:1101/122101.932:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Nov 01, 2018 12:21:01.93 [9000:11536:1101/122101.932:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Nov 01, 2018 12:21:01.93 [9000:11536:1101/122101.932:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Nov 01, 2018 12:21:01.93 [9000:11536:1101/122101.932:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Nov 01, 2018 12:21:01.93 [9000:11536:1101/122101.932:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Nov 01, 2018 12:21:01.93 [9000:11536:1101/122101.932:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Nov 01, 2018 12:21:01.93 [9000:11536:1101/122101.932:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Nov 01, 2018 12:21:01.93 [9000:11536:1101/122101.932:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.

Nov 02, 2018 12:16:37.85 NEW SESSION
Nov 02, 2018 12:16:37.85 [13712:4900:1102/121637.848:ERROR:CONSOLE(5610)] "SyntaxError: Unexpected end of JSON input", source: chrome-devtools://devtools/bundled/shell.js (5610)
Nov 02, 2018 12:16:37.91 [13712:4900:1102/121637.848:ERROR:CONSOLE(5610)] "SyntaxError: Unexpected end of JSON input", source: chrome-devtools://devtools/bundled/shell.js (5610)
Nov 02, 2018 12:16:37.91 [13712:4900:1102/121637.853:ERROR:CONSOLE(5610)] "SyntaxError: Unexpected end of JSON input", source: chrome-devtools://devtools/bundled/shell.js (5610)
Nov 02, 2018 12:16:37.91 [13712:4900:1102/121637.856:ERROR:CONSOLE(5610)] "SyntaxError: Unexpected end of JSON input", source: chrome-devtools://devtools/bundled/shell.js (5610)
Nov 02, 2018 12:20:15.86 [10396:444:1102/122015.865:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Nov 02, 2018 12:20:16.67 [10396:444:1102/122016.677:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Nov 02, 2018 12:21:00.64 [10396:444:1102/122100.647:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Nov 02, 2018 12:21:27.04 [10396:444:1102/122127.040:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Nov 02, 2018 12:50:49.28 [6680:10464:1102/125049.285:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Nov 02, 2018 12:51:30.30 [12404:2300:1102/125130.304:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Nov 02, 2018 12:51:30.30 [12404:2300:1102/125130.304:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Nov 02, 2018 12:51:30.30 [12404:2300:1102/125130.304:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Nov 02, 2018 12:51:30.30 [12404:2300:1102/125130.304:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Nov 02, 2018 12:51:30.30 [12404:2300:1102/125130.304:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Nov 02, 2018 12:51:30.30 [12404:2300:1102/125130.304:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Nov 02, 2018 12:51:30.30 [12404:2300:1102/125130.304:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Nov 02, 2018 12:51:30.30 [12404:2300:1102/125130.304:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Nov 02, 2018 13:16:58.35 [16104:5268:1102/131658.358:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101

Nov 05, 2018 12:15:21.83 NEW SESSION
Nov 05, 2018 12:15:21.83 [444:10764:1105/121521.825:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Nov 05, 2018 12:15:21.85 [444:10764:1105/121521.848:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
